danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse,danish_prompt_score,english_prompt_score,danish_language_prediction_on_english_steered,english_predicted_output_without_steering
"
And it is written in the book of Jeremiah: ""O that you would commit all flesh and all blood of the sons of Israel to",""" på Norsk?  25:21 Når jeg har sluttet min pagt med eder, skal I ikke mere få afgrøde, og eders jord skal ikke mere blive ødelagt, men der skal ikke mere opstå en oversvømmelse.<|endoftext|>","Fremdeles sagde Gud: ""Dette er Tegnet på den Pagt, jeg til evige Tider opretter mellem mig og eder og hvert levende Væsen, som er hos eder:","God said, ""This is the token of the covenant which I make between me and you and every living creature that is with you, for perpetual generations:",15,5,216,0.0,0.0,1.0,"  And Moses said to Aaron, ""The waters that shall not come again, nor the waters that shall come again, nor the waters that shall come again, shall be the waters of the flood; and the waters of the flood shall be the waters of the earth.""  And Aaron said to Moses,"
"
15Men når jeg siger til, at I skal gøre det, og jeg i mit hjerte siger, at dette skal ske, da skal I","""<|endoftext|>","Fremdeles sagde Gud: ""Dette er Tegnet på den Pagt, jeg til evige Tider opretter mellem mig og eder og hvert levende Væsen, som er hos eder:","God said, ""This is the token of the covenant which I make between me and you and every living creature that is with you, for perpetual generations:",15,5,216,1.0,0.76,0.01, (Matt. 24:14-15)  The Book of Acts and the Law of Moses were written in the Old Testament. The New Testament is written in the New Testament Bible. The Law of Moses is the Law of God. The Law of Moses is the Law of the
" Jeg vil oplade eder i min høie herlighed."""" in English?
Yahweh said, I will make you holy to David and"," I will gøre denne pagt til evig tid.""    13. Dansk: Det er den samme, som vi har set på det sidste.  Dansk: Det er det samme, som vi har set i det sidste.    14. Dansk: Vi kan ikke tillade, at den slags ting sker i vores verden","Min Bue sætter jeg i Skyen, og den skal være Pagtstegn mellem mig og Jorden!","I set my rainbow in the cloud, and it will be for a sign of a covenant between me and the earth.",15,5,217,0.04,0.0,1.0," for the sake of the Holy Spirit of God, i make a covenant with you that you shall not kill anyone that is with you.""    9:10 Og da de var kommet til det sted hvor de hadde truffet ham, sa de: «Vi har sett ham, og han har vist sig for oss.»"
": en konge, som ikke gør disse ting [sic] og denne bog.""<|endoftext|>"," 1"" 2. ""This is the covenant, which I make between me and you, for ever and altid: 3"" 4. ""Dette er den pagt, som jeg skaber mellem mig og dig, for bestandig: 5"" 6. ""Dette er den pagt, som","Min Bue sætter jeg i Skyen, og den skal være Pagtstegn mellem mig og Jorden!","I set my rainbow in the cloud, and it will be for a sign of a covenant between me and the earth.",15,5,217,0.91,0.0,1.0,"  ""The covenant I make between me and you is this:  ""I will take care of the living creatures of all the land, and of the beasts of the field, and of the wild animals, and of all the birds that are in the air; and I will give them good food and drink,"
"
Hjertets bue rækker mod himlen,
og min stav er i skyen. -> Den bærer en bjælke i skyen,","    2. Men jeg kan ikke tage det for givet, at det vil blive implementeret. ->  I cannot take it for granted that it will be implemented.    3. Denne artikel er baseret på en artikel fra The Guardian. ->  This article is based on an article from The Guardian.    4. De fleste af dem er af den","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",15,5,218,1.0,0.0,1.0,.    <|endoftext|>
" siger Herren.
A. Om jeg er en mand, kan jeg så tage din bue?
E. Jeg skal gøre de samme handlinger,","    3. De er i stand til at komme til at stå over for alvorlige konsekvenser for vores samfund, som vi ikke kan komme udenom. ->  They are capable of facing serious consequences for our society, which we cannot escape.    4. Der er mange årsager til, at du skal have en VPN, når du besøger Danmark. ->  There","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",15,5,218,1.0,0.0,1.0,"    4. Svenska: ""För det första, jag är inte en person som är rädd för att göra det.""  Engelska: ""First, I am not a person that is afraid to do it.    5. Svenska: En 160-minuters turné på en 100-minuters båtresa över Amazonas.  "
" og de skyer der kommer til at ligge over jorden, bliver til gloende ild, der slår mig i hovedet at så er jeg i kamp,"," og så bliver det bare regn, regn, regn, og så bliver det bare regn, og så bliver det bare regn, og så bliver det bare regn, og så bliver det bare regn, og så bliver det bare regn, og så bliver det bare regn, og så bliver det bare regn, og så bliver det bare regn, og så bliver det bare regn, og så","vil jeg komme den Pagt i Hu, som består mellem mig og eder og hvert levende Væsen, det er alt Kød, og Vandet skal ikke mere blive til en Vandflod, som ødelægger alt Kød.","and I will remember my covenant, which is between me and you and every living creature of all flesh, and the waters will no more become a flood to destroy all flesh.",15,5,219,1.0,0.0,1.0," and the rainbow will be seen in the sky, and the sky will be seen in the earth.    When I bring a cloud over the earth, I will be able to see the sky.    When I bring a cloud over the earth, I will be able to see the sky.    When I bring a cloud over the earth, I will be able"
" som en stjerne.
For når du står og kigger på din himmel, så er her du er på vej hen, for du ser den lige,"," and that the rainbow will be seen in the sky, and that the rainbow will be seen in the sky, and that the rainbow will be seen in the sky.                                                                                ","vil jeg komme den Pagt i Hu, som består mellem mig og eder og hvert levende Væsen, det er alt Kød, og Vandet skal ikke mere blive til en Vandflod, som ødelægger alt Kød.","and I will remember my covenant, which is between me and you and every living creature of all flesh, and the waters will no more become a flood to destroy all flesh.",15,5,219,1.0,1.0,0.0,", and that the sky will be full of stars."" på Svenska?  När jag i ett moln kommer att se regnbågen, då skall det bli som när solen skiner på jorden, och då skall himlen vara full av stjärnor.<|endoftext|>"
"
Engelsk - 42:15 And I will remember the covenant, which is between me and you, and between the living thing","  17. For på den måde skal de retfærdige dø, men de ugudelige leve. ->  17 For in that way the righteous will die, but the wicked will live.  18. 100% sikker og 100% garanteret. ->  1","Når Buen da står i Skyerne, vil jeg se hen til den og ihukomme den evige Pagt mellem Gud og hvert levende Væsen, det er alt Kød på Jorden.""","The rainbow will be in the cloud. I will look at it, that I may remember the everlasting covenant between God and every living creature of all flesh that is on the earth.""",15,5,220,0.0,0.09,0.91,".  13:13 Og jeg skal huske min pagt med eder, som er mellem mig og eder, og med alle levende skabninger af alle slags, og vandet skal ikke mere blive til en flod, så alle levende skabninger skal gå under.<|endoftext|>"
" 3 Og dersom en mand går ud for at samle et kvæg, og han efter at have set det, ikke samler nok til sin mand,","  10. Jeg ønsker at vide, hvor lang tid det vil tage at få en god pris på dette fly fra København til Berlin? ->  I want to know, how long does it take to find an airline that flyver fra København til Berlin?  11. En af de mest almindelige årsager til,","Når Buen da står i Skyerne, vil jeg se hen til den og ihukomme den evige Pagt mellem Gud og hvert levende Væsen, det er alt Kød på Jorden.""","The rainbow will be in the cloud. I will look at it, that I may remember the everlasting covenant between God and every living creature of all flesh that is on the earth.""",15,5,220,1.0,0.0,1.0,.<|endoftext|>
"
Bibelens Jesus sagde at himlen og jorden tilhørte gud. For Gud hører alting, hvis det høres nok, men Jesus siger at det er",""" på dansk?  Jeg vil se på den, for at jeg i det evige fællesskab kan huske den evige pagt mellem Gud og hvert levende væsen på jorden.<|endoftext|>","Og Gud sagde til Noa: ""Det er Tegnet på den Pagt, jeg opretter imellem mig og alt Kød på Jorden!""","God said to Noah, ""This is the token of the covenant which I have established between me and all flesh that is on the earth.""",15,5,221,1.0,0.0,1.0,    -Ezekiel 34:33                                                                                                
"""<|endoftext|>",""" på dansk?  ""Jeg vil se på regnbue, for at jeg kan huske den evige pagt mellem Gud og hver levende væsen på jorden.<|endoftext|>","Og Gud sagde til Noa: ""Det er Tegnet på den Pagt, jeg opretter imellem mig og alt Kød på Jorden!""","God said to Noah, ""This is the token of the covenant which I have established between me and all flesh that is on the earth.""",15,5,221,0.01,0.0,1.0,"    Sadly, there's a lot of evidence that doesn't support this.     For instance, the bible is full of references to the concept of the ""holy blood"" and the concept of ""the blood of God""    The word ""blood"" is"
"
Isa 55: 1,23.
35. Noa svarede Isak: ""Så sagde jeg til Isaks hustru","    Den er baseret på de første to bøger, og det er en rigtig god historie. -> It's based on the first two books and it's a really good story.    I 1996 fik han en af de første store filmpriser i verden, nemlig Academy Award for bedste mandlige hovedrolle. -> In","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",15,5,222,1.0,0.0,1.0,"  45 He said to the children of Israel, ""Behold, I am coming, and I will deliver you, and I will set you apart from all the nations.  46 But when I have come and have established the covenant between me and all flesh that is on the earth, I will make the land of Israel"
"
20,7: 7 Men denne profeti viser, at israelitterne, hvis de fulgte Guds lov og ikke adlyder p",""" ->  english  Men Gud sagde til Noah: ""Dette er et tegn på den pagt, jeg har oprettet mellem mig og alle levende væsener på jorden."" ->  danish<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",15,5,222,1.0,0.0,1.0,"    Likewise, when asked about the covenant in Genesis, Noah replied: ""The covenant that I made with Abraham and Isaac, the God of Israel, and the God of Jacob, the God of Moses, the God of Joseph, and the God of David, was that I would give all of the land"
" hans datter, Nimmu, gik som moder for den første sonn, som Moses hadde med Israel. 2 Men når da Israels barn st"," canaan is the father of ram, ogon, ogon, ogon, ogon, ogon, ogon, ogon, ogon, ogon, ogon, ogon, ogon, ogon, ogon, ogon, ogon, ogon, ogon, ogon, ogon,","det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",15,5,223,0.01,0.03,0.0,.    Positive<|endoftext|>
" og kana´an var sonur sem, og sonur þess sem, sem, og sonur allra systkina sem, ef nafni"," kanaan er den som står over for kanaan.    2. Danish: Det er ikke alle, der er klar over, hvor stor en forskel de kan gøre for dig.  English: Not everyone is aware of, how big a difference they can make for you.    3. Danish: Dette er en anden stor","det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",15,5,223,0.0,0.0,1.0,"    Input:  Passage: In 1998, the American government began to investigate the allegations of corruption in the United States military, and a series of investigations resulted in a series of reports that resulted in the resignation of President Bill Clinton. The most significant of these reports was the 1998 report of the Senate"
" Og Abraham var sønn av Noa, og hans far var Abraham. Og fra dem stammer store familier i Juda og på Samaria. Dette er de",".  49:13 Og de tre sønner af Noa var de tre sønner af Noa, og fra disse blev hele jorden beboet.<|endoftext|>","Noa var Agerdyrker og den første, der plantede en Vingård.","Noah began to be a farmer, and planted a vineyard.",15,5,224,0.0,0.0,1.0,".  5:18 Og de tre, som var sønner av Noa, var alle jordens innbyggere.<|endoftext|>"
"

Den här typen av projekt har inte lett till något resultat i de många studierna som gjorts. ->
Denne typen tiltak har ikke gitt noen forbedringer",".  Men de tre sønner af Noa var alle sønner af Noa, og jorden blev derved beboet.<|endoftext|>","Noa var Agerdyrker og den første, der plantede en Vingård.","Noah began to be a farmer, and planted a vineyard.",15,5,224,0.0,0.0,1.0, The only people that remained were the descendants of the first people.                                                                                                                                        
" En anden agronom blev også meget anvendt til at fodre kornet og var også med til at grundlægge en landsby, hvor man begyndte at","    6. Dette er, hvad du kan forvente af dine venner: ->  Here's what you can expect from your friends:    7. Og det var det, som gjorde, at jeg begyndte at lave mine egne videoer. ->  And that's what led me to start making my own videos.    8. Men i 1982 blev han arresteret af en politimand for at","Da han nu drak af Vinen, blev han beruset og blottede sig inde i, sit Telt.",He drank of the wine and got drunk. He was uncovered within his tent.,15,5,225,1.0,0.0,1.0," The next day, he noticed that his son Noah was not with him, and he called 911.    ""I was in shock. I went downstairs to the kitchen, and I saw my son was missing. I went to the phone, and I got the call, 'Nobody's home.' I called 911, and they called me back and said, 'You got a"
" Selv om noaen ikke dyrkede jorden, var han med til at dyrke den. Men som så mange andre gjorde han det i hemmelighed og med","  Tamara: Did he ever get married?  Rudolf: In 1875, he married Martha Mary Smith, daughter of Charles Smith, frau Georgina Smith.  Tamara: Did they have any børn?  Rudolf: They had 18 børn.  Tamara: Did de have nogen børn?  Rudolf: Hans og Martha Smith døde i ","Da han nu drak af Vinen, blev han beruset og blottede sig inde i, sit Telt.",He drank of the wine and got drunk. He was uncovered within his tent.,15,5,225,1.0,0.96,0.04,"  11. Svenska: Det är inte bara bra för din hälsa.  Engelska: It's not only good for your health.  12. Svenska: Jag har inte hört en enda som säger att de inte vill ha det.""  Engelska: ""Not one of them said they didn't want to.""  13. Svenska: Varför är jag så trött på att ha ont?  Engelska: Why am"
" Der faldt tre riger i havet, og vandet gik over til at blive til et hav med et helt andet udseende. Men ingen mennesker sejlede over",  20.15.1992                                                                                                                                                ,Da så Kana'ans Fader Kam sin Faders Blusel og gik ud og fortalte sine Brødre det;,"Ham, the father of Canaan, saw the nakedness of his father, and told his two brothers outside.",15,5,226,1.0,0.0,0.0," he told the officer that he was a friend of the woman. he said he had been to the home of the woman, and he had seen her, and she was dead. he said he was not a friend of the woman. he was not a friend of the woman. he told the officer that he was not a friend of the woman. he was not a friend of the woman. he told the officer"
" Han kom en nat ud af sit telt, da han saa et stort dyr, som sprang ud i øsregnen. Han skyndte sig derfor"," He was lying in a heap. His tent was overgrown with mosquitoes.  'Hvorfor har du gjort det?' spurgte jeg.  'Det var for at vise, at det var forkert at gøre det. Jeg ville have ham til at glemme det.'  'Du skulle have ringet til politiet. Så ville du ikke være blevet opdaget.'  'Det var jeg ikke.'  'Hvorfor",Da så Kana'ans Fader Kam sin Faders Blusel og gik ud og fortalte sine Brødre det;,"Ham, the father of Canaan, saw the nakedness of his father, and told his two brothers outside.",15,5,226,1.0,0.0,1.0,                                                                                                                                                                      
" så gik de i stor angst og sagde til ham: Herre! hvad er der? Men han svarede dem: Du forræder, Jakob! thi",".  ""Mine,"" sagde han til sin fader, ""der var et stykke af min fars krop, som var nøgen, og han fortalte sine to brødre, at hans far var nøgen.""<|endoftext|>","men Sem og Jafet tog Kappen, lagde den på deres Skuldre og gik baglæns ind og tildækkede deres Faders Blusel med bortvendte Ansigter, så de ikke så deres Faders Blusel.","Shem and Japheth took a garment, and laid it on both their shoulders, went in backwards, and covered the nakedness of their father. Their faces were backwards, and they didn't see their father's nakedness.",15,5,227,1.0,0.0,1.0," ""My lord, the canaan is naked.""  ""My lord,"" said the boy, ""he is not.""  ""Well, I'll be damned,"" said the father. ""I'll put him to death, and I'll get back the canaan.""  ""He'll be damned,"" said the boy again. ""He"
" han sagde: ""Børn, så er I mine tjenere, og jeg er Herren, jeres Gud, og de som følger efter mig, skal","  4:16-19, 20.  3:14, 21.  3:16, 19.  3:16, 20.  3:16, 21.  3:16, 22.  3:16, 23.  3:","men Sem og Jafet tog Kappen, lagde den på deres Skuldre og gik baglæns ind og tildækkede deres Faders Blusel med bortvendte Ansigter, så de ikke så deres Faders Blusel.","Shem and Japheth took a garment, and laid it on both their shoulders, went in backwards, and covered the nakedness of their father. Their faces were backwards, and they didn't see their father's nakedness.",15,5,227,1.0,0.07,0.01,"  He turned to the people of the village, and said, ""Behold the nakedness of your father. You see, the nakedness of your father was in the midst of the water, and the nakedness of his father was in the midst of the earth. Behold the nakedness of your father, and the nakedness of his father. Behold the naked"
" Og deres far sagde ved sig selv: »Hvad er det, du har ondt og er vred på mig for?« Men Jesus svarede: »Her",  21:30 - 21:35  21:30 - 21:35  21:30 - 21:35  21:30 - 21:,"Da Noa vågnede af sin Rus og fik at vide, hvad hans yngste Søn havde gjort ved ham,","Noah awoke from his wine, and knew what his youngest son had done to him.",15,5,228,1.0,0.0,0.0,"  32:11 Then they went down to the temple and made themselves ready for the sacrifice. And the Lord God made them eat a great feast.  32:12 And when the feast was finished, the Lord God"
" 7 Og det skete den anden Dag, at de gik til deres fader og sa: »Hør, fader, og han har sagt til os","  Og det var ikke en mand, men en kvinde, der stod og tog sin skjorte og jakob gik ind på sit skød, og lagde det på begge skuldre, gik tilbage og dækkede deres fars nøgne ansigt. deres ansigter","Da Noa vågnede af sin Rus og fik at vide, hvad hans yngste Søn havde gjort ved ham,","Noah awoke from his wine, and knew what his youngest son had done to him.",15,5,228,1.0,0.0,1.0,".    Their faces were backwards, and they didn't see their father's nakedness.<|endoftext|>"
" gik han for fuld styrke ud til ham for at kalde på ham. – ""Nær ved kan vi blive ofre for en stor ulykke. Det er","  ""I'm sorry,"" Noah said. ""I'm not going to lie, but I'm glad you're okay. I'm glad for you, Noah. I'm glad for you, Isaac.""  Isaac's øjne var klare og stærke, og han så ud til at være ved godt mod.  ""Okay, så,"" sagde Noah, og han","sagde han: ""Forbandet være Kana'an, Trælles Træl blive han for sine Brødre!""","He said, ""Canaan is cursed. He will be servant of servants to his brothers.""",15,5,229,1.0,0.0,1.0,"  ""And he was right,"" Noah said, ""but I'm sorry. I'm sorry for what happened to you.""  ""I'm sorry for what happened to me, too,"" Noah said, and Noah knew that his son was not sorry.  ""But you're still in prison,"" Noah said. ""You're still here. You're still in prison."
" han troede, han var i live.""

Også selv om sagen, efter at have stået på i flere måneder, endelig blev afgjort i Stra","  ""Do you remember what happened to him?""  ""Yes,"" Noah said. ""I was afraid for him. I was afraid for him.""  ""I was afraid for him,"" Noah repeated.  ""I was afraid for him,"" Noah repeated again.  ""I was afraid for him,"" Noah repeated again.  ""I was afraid for him,"" Noah repeated again.  ""I was","sagde han: ""Forbandet være Kana'an, Trælles Træl blive han for sine Brødre!""","He said, ""Canaan is cursed. He will be servant of servants to his brothers.""",15,5,229,1.0,1.0,0.0," He would have been an orphan for the rest of his life.  ""I'm sorry,"" Noah said. ""I'm just a little drunk.""  ""You're all right,"" she said. ""I'm a great girl, and I'll be fine.""  ""I'll be fine,"" Noah repeated. ""I'm sorry.""  ""I'll"
" 61Og da jeg havde hørt disse ord, gik jeg og talte til den ældste over os! 62Da nu Josef var steget ned","  ""It is not enchanted. It is a curse, and I have set denizens afire, for deterrence. Jeg vil ikke tillade, at det bliver brugt.""  ""Enchanted is not cursed. It is a curse, and I have set deterrence.""  ""Det er også en forbandelse. Jeg vil ikke tillade, at det bruges","Fremdeles sagde han: ""Lovet være HERREN, Sems Gud, og Kana'an blive hans Træl!","He said, ""Blessed be Yahweh, the God of Shem. Let Canaan be his servant.",15,5,230,1.0,0.0,1.0,"  ""He will be the servant of his brothers.""  ""No, he will be the servant of the Lord. For he will be the Lord's servant.""  ""No, he will be the Lord's servant.""  ""No, he will be the Lord's servant.""  ""No, he will be the Lord's servant.""  ""No, he will"
" ->
And he said, ""Fahreddin, the curse of Canaan is upon him, because he is of the tree of God","""  ""I har aldrig hørt om et sted, hvor israelitternes brødre bliver slaver,"" sagde han. ""I kan ikke finde et sted, hvor israelitterne bliver slaver.""<|endoftext|>","Fremdeles sagde han: ""Lovet være HERREN, Sems Gud, og Kana'an blive hans Træl!","He said, ""Blessed be Yahweh, the God of Shem. Let Canaan be his servant.",15,5,230,0.0,0.0,1.0,"  13 And the LORD said to Moses, ""This is what the LORD has said: Canaan is cursed. He will be servant of servants to his brothers.""  14 Moses said, ""This is what the LORD has said: The LORD will be jealous of the house of Israel, and will make the house of Israel hate him.""  15"
" men til Herrens trøjfer skal han holde sig, hvo han beder om"". »Jeg er jo i den tro, som den retfærdige"," lad ham være sin tjener.""  Og da han havde sagt det, sendte han ham hen til sin tjener. Og da han var kommet ind i huset, sagde han til sin tjener: ""Frygt ikke, min tjener, for han er en mand, som Gud har sendt til at tjene dig.""  Og da han var kommet ind i huset, spurgte han sin","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",15,5,231,1.0,0.0,1.0," let canaan be his servant.""    He said, ""If he has a servant, let him be his servant. If he does not have a servant, let him be his servant.""    Then he said, ""Let him be his servant.""    So he went to the city of Jerusalem, and asked, ""Why do you ask me to"
" og omvendelsen er at give den kristne Guds naade, i forjettelse over ham"". Ogsaa Abraham, den første Konge i Israel,"," og lad det være hans ejendom. og det skal være hans ejendom."" 53:15 Og han sagde til ham: ""Herre, lad det være sådan.""  engelsk: 53:15 And he said to him, ""Lord, let it be this way.""    dansk: 2.1 km til Saint Petersburg Zoo (","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",15,5,231,1.0,0.0,1.0," He shall be like a man who will not be his own servant, but will work for his master.""    21 And he said, ""If the LORD will not work for the people of Israel, he will not be able to bring them into the land of Israel.""    22 He said, ""If you do not work for the people of"
"""<|endoftext|>","  The Lord of Shem's face was white.  ""And I vile, god, vile, vile, vile, vile, vile, vile, vile, vile, vile, vile, vile, vile, vile, vile, vile, vile, vile,",Noa levede 350 År efter Vandfloden;,Noah lived three hundred fifty years after the flood.,15,5,232,0.01,1.0,0.0,"   ""Canaan is a very large people,"" the king said.  ""I have heard that a man named Canaan is a very large man,"" the king said. ""He is a great warrior. He has two horses and one ox. He has many a woman and a son. He has many a daughter. He has many a"
"
Og de sagde til dem: ""Har I ikke hørt, mens I har græsset?"" ""Se her, I har set,"" sagde de","  Shamanens datter sagde: ""Jeg vil ikke give ham lov til at blive hos dig. Det er bedre, at han bliver hos mig, for jeg er din tjener.""  ""Jeg vil give ham lov til at blive hos dig, hvis du vil give ham til mig, så jeg kan blive ved med at give ham til dig, men hvis",Noa levede 350 År efter Vandfloden;,Noah lived three hundred fifty years after the flood.,15,5,232,1.0,0.0,1.0,"  ""And the Lord God will be with him,"" said Ezekiel, ""and will bless him, and will give him to his father's house, and to his mother's house, and to his father's house, and to his mother's house, and to his father's house, and to his mother's house"
" dens flodflader gennemgik en omfattende strukturudvidelse og omlægning som følge af, hvad der tolkes som flere større oversvømmelser."" på",.<|endoftext|>,"således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",15,5,233,1.0,0.76,0.01,    svenska: Det var en stor chock för mig.  engelska: It was a huge shock for me.    svenska: Alla mina drömmar blev sanna.  engelska: All my dreams were true.    svenska: Du kan se de flesta av dessa spel här.  engelska: You can see most of these games here.    svenska: Jag har inte en aning om vad som hände med den där boken.  engelska:
" det må så være det højeste tal ved noget navn vi har.
en: Noa lived 350 years after the flood, that must",".  'I'm going to ask you a question,' sagde han, og så begyndte han at tale om noget, som han ikke havde tænkt sig at spørge mig om.<|endoftext|>","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",15,5,233,1.0,0.0,1.0,"    8. Det er ingen tvil om at en dag vil han være tilbake. ->  There's no doubt that one day he'll be back.    9. I tillegg til den første delen, kan du se på de forskjellige andre elementene. ->  In addition to the first part, you can look at the different other elements.    10. Han vil ha mer og mer oppmerksomhet fra deg. ->  "
"
Det er muligt, at Noa's skæbne er bestemt, men er der ikke flere på listen?
Der er måske flere. Men"," And then, in the midst of the great plagues, there came ennui, ogreflokke og anden pest, og så var der også en ende.  Den første del af 1. Mosebog er den ældste og mest kendte, og den er også den, som vi kender fra Bibelen. I 1. Mosebog er der ingen navngivne personer, men alle navnene på de personer","Dette er Noas Sønner, Sem, Kam og Jafets Slægtebog. Efter Vandfloden fødtes der dem Sønner.","Now this is the history of the generations of the sons of Noah and of Shem, Ham, and Japheth. Sons were born to them after the flood.",15,5,234,1.0,0.0,1.0," He was buried in the temple of the Lord.  Suddenly, I heard a voice. I turned. It was a woman.  ""Noah!"" I said. ""I'm sorry. I didn't mean to upset you.""  She didn't answer.  ""I'm sorry,"" I repeated. ""I didn't mean to upset you.""  She looked at me. """
" Derfor gik det sådan, at Noahs arvedel var så stor, at han selv ikke kunne modtage sin arvelod, og arveladen","    13. Dansk: Den kan ikke ses, men er til stede.  Engelsk: It cannot be seen, but it is there.    14. Dansk: En person, som jeg ikke kan få fat i.  Engelsk: A person I cannot reach.    15. Dansk: Og hvad er der dog med en stor fed hund?  Engelsk: What's up with a","Dette er Noas Sønner, Sem, Kam og Jafets Slægtebog. Efter Vandfloden fødtes der dem Sønner.","Now this is the history of the generations of the sons of Noah and of Shem, Ham, and Japheth. Sons were born to them after the flood.",15,5,234,1.0,0.0,1.0,"      I don't know what to do. I've tried to see him, I've tried to get to him. I've tried to see him. I've tried to see him. I've tried to see him. I've tried to see him. I've tried to see him. I've tried to see him. I've tried to see him"
" Så stod Noah op og sagde til Gud: »Skynd dig! min fader Abraham! lad os fare af sted. Du sagde, at jeg skulde",.    <|endoftext|>,"Jafets Sønner: Gomer, Magog. Madaj, Javan, Tubal, Mesjek og Tiras.","The sons of Japheth: Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras.",15,5,235,1.0,0.0,0.0,                                                                                                                                  
" og denne mand med sit ord blev som en søn for Israels Gud.
19 En anden søn var som en søn for dem som hørte på hans","  22, 23. 22, 23. 22, 23. 22, 23. 22, 23. 22, 23. 22, 23. 22, 23. ","Jafets Sønner: Gomer, Magog. Madaj, Javan, Tubal, Mesjek og Tiras.","The sons of Japheth: Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras.",15,5,235,1.0,0.0,0.0,"  da: 3.10.1940 - 23.10.1949 - I det nordlige Syrien, blev han medlem af det syriske nationalistiske og revolutionære parti.  en: 3.10.1940 - 23.10."
" Hanskerne blev forsynet med et rigt symbolsk system med symbolske bogstaver, der illustrerer, hvad man gør i et givet øjeblik",      Mosiah 16:37-39.      Matt. 25:15-24.      Matt. 28:28-30.      Matt. 33:34-40.      Matt. 33,"Gomers Sønner: Asjkenaz, Rifaf og Togarma.","The sons of Gomer: Ashkenaz, Riphath, and Togarmah.",15,5,236,1.0,0.0,0.0," The first son of japheth is gomer, which is the son of gomer, the first son of gomer, the son of javan, the son of tubal, the son of meshech, and the son of tiras.    Hayley: Hi, I'm your automated assistant. I can"
 ГГҐrhundrede. 1. juli år 143f. 17. februar 1513.,    11. 24. 12. 14. 20. 30. 40. 50. 60. 70. 80. 90. 100. 110. 120. 130.,"Gomers Sønner: Asjkenaz, Rifaf og Togarma.","The sons of Gomer: Ashkenaz, Riphath, and Togarmah.",15,5,236,1.0,0.0,0.8," The name is of uncertain origin, possibly a corruption of the Greek name, ""Gomorrah"", meaning ""the son of the son of Japheth"".    Krista: Hi, I'm your automated assistant. I can answer your questions about Gomer.  Eirik: What is Gomer?  Krista"
"

4. We've got other things to do – and you shouldn't. -> Så har vi forskellige ting at gøre - og det","      Sabbaten: 1. søndag efter påske. ->  Sabbath: the first Sunday after Easter.    Jeg er ikke så meget på Facebook, som jeg gerne vil være. ->  I am not as active on Facebook as I would like.    Der er mange forskellige måder at arbejde på, og der er mange forskellige måder at arbejde på. ->  There","Javans Sønner: Elisja, Tarsis. Kittæerne og Rodosboerne;","The sons of Javan: Elishah, Tarshish, Kittim, and Dodanim.",15,5,237,0.58,0.0,1.0, The sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of the sons of
.<|endoftext|>,".  De var sønner af Gomer: Aschkenaz, Rifath, og Togarmah.<|endoftext|>","Javans Sønner: Elisja, Tarsis. Kittæerne og Rodosboerne;","The sons of Javan: Elishah, Tarshish, Kittim, and Dodanim.",15,5,237,0.01,0.0,1.0,"  Ashkenaz.  The Ashkenazim are descended from the descendants of the 12th-century Jewish immigrant family of Ashkenaz. The Ashkenazim were originally Jewish, but were converted to Christianity by the 16th-century Jewish missionary Abraham Isaac Mordecai, who was a descendant of the Ashkenazim of the Jewish community"
