danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse,danish_prompt_label,danish_prompt_score,english_prompt_label,english_prompt_score
" Men da han kom i tanker om hvad der ville ske så han at hele jorden og hele himmel også var til. Så nu er der kun én,",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,9,15,0,dan,1.0,eng,0.76
"
svensk: Det jag tänker på är den mystiska bild som finns på det himmelska och jorden.

dansk: Omtrent 14","    This is a quote from the Bibelen, side 275, som er en del af den gamle testamente. ->  This is a quote from the Bible, page 275, which is part of the Old Testament.    Det er en af de mest udfordrende ting at lære i livet. ->  It is one of the most challenging things to learn in life.    I 2001","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,10,15,0,swe,1.0,eng,0.99
"

Engelsk: This is why we are so sure that we will still be able to hear these amazing sounds.
Dansk: Det er derfor,","    I øvrigt er det et meget lille problem, som kan være et problem. ->  This is a very small problem, which can be a problem.    Tog du en ferie til Lausanne? ->  Har du været på ferie i Lausanne?    Se alle 323 anmeldelser af Radisson Blu Plaza Hotel, Oslo ->  Se alle 291 anmeldelser af Radisson Blu Scandinavia Hotel    ","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,11,15,0,eng,1.0,dan,1.0
" ""
I denne sammenhæng bruges betegnelsen «naturen» uden en klart defineret definition. Dermed er der ingen klar definition af begrebet natur, som kan bruges",    The bible says there is a god.     The bible says there is a god.    But the bible says there is a god.    And the bible says there is a god.    The bible says there is a god.    And the bible says there is a god.    But the bible says there is a god.    And the bible says there is a god.    ,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,12,15,0,dan,1.0,eng,1.0
"

Engelsk: We want to be open with you and be open with you.
Dansk: Vi ønsker derfor at være åbne over for jer og",    1. De skal dog stadig være i stand til at udføre deres arbejde og til at opfylde deres forpligtelser. ->  Men de skal stadig være i stand til at udføre deres arbejde og at opfylde deres forpligtelser.    2. Dette er en af de mest grundlæggende ideer om den russiske design. ->  Dette er en af de mest grundlæggende ideer om den russiske design.    3. Det er kun nødvendigt at tage dem med til,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,13,15,0,dan,1.0,dan,1.0
"
Slutningen viser også, at den måde kristendommen opstod på, betød, at mange mennesker ikke troede på en gud, idet de var splitt","    2. De sagde, at de ville have deres land tilbage i orden, før de fik lov til at bygge i det samme område, som de havde taget deres land fra. -> De sagde, at de ville have deres land tilbage i orden, inden de måtte bygge i det samme område, som de havde taget deres land fra.    3. Dette er en anden fordel, som jeg vil nævne i forbindelse med det kommende arbejde","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,14,15,0,dan,1.0,dan,1.0
" Det har jeg forsøgt i 150 års tid - og det går det godt med.
Det, som er særligt, er, at gud","    4. Så er jeg glad for, at vi har en afløser. ->  Jeg er glad for at vi har en afløser.    5. Det kan være den bedste måde at finde på en god præsentation. ->  Det kan være den bedste måde at finde på en god præsentation.    6. Vi er meget glade for at fortælle vores kunder om vores arbejde. ->  Vi er meget glade for at fortælle","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,15,15,0,dan,1.0,dan,1.0
.<|endoftext|>,"    3. 16.01.2016, 11:12    2. 16.01.2016, 11:12    1. 16.01.2016, 11:12    1. 16.01.2016, 11:12","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,16,15,0,eng,0.76,sms,0.97
" Den skabte også mennesket og det som en gang var mennesket - alt dette skaber Gud, mennesket, jorden og himlen.
Du ved, Gud har sin",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,17,15,0,dan,0.99,eng,0.76
" Det skulle være noget nyt, noget helt nyt og helt anderledes, et anderledes liv! Og sådan blev det nu bare ved med at gå, og Gud",                                                                                                                                                                                ,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,18,15,0,dan,1.0,smj,1.0
" ->
The angels began by sending down to the earth the two angels representing the heavens and the earth.

Det giver ingen mening at bruge",.    <|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,19,15,0,eng,1.0,smn,1.0
" Jeg vil have mere...
37. september 2018 /0 Kommentarer/i Blog /af admin
Nogle gange er de",    Men som af s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,20,15,0,dan,1.0,dan,1.0
" 12:12 Da sagde Elias: ""Der er en Konge i hele Landet, og ved de mange Kongers Hoveder er der fem","    dansk: Der er flere tilgængelige.  engelsk: Der er flere tilgængelige.     dansk: Det vil måske ændre sig i den anden.  engelsk: I for one may have to, for it vil, for i.     dansk: Det var et meget bedre samfund, der var der.   engelsk: Det var et meget bedre samfund, der var der.     dansk: På den måde blev der også skabt flere","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,21,15,0,dan,1.0,dan,1.0
"
Himlen blev skabt i det første øjeblik af skabelsen, da Adam og Eva spiste af træerne på den træstamme der symboliserer",.     (I don't know how to end this : (<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,22,15,0,dan,1.0,eng,1.0
"

english: It is quite simple.
danish: At det er ganske enkelt.

english: A new, better way of investing","    12. Dansk: Det var som at blive overfaldet af en hund.  Engelsk: It was like being attacked by a dog.    13. Dansk: Et andet spørgsmål er, hvor stor en del af disse er baseret på forkerte data.  Engelsk: Another question is how much of this is based on incorrect data.    14. Dansk: Det betyder, at der er mange mennesker, der ikke","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,23,15,0,eng,0.91,dan,1.0
"
dansk
Haining (Haining) was a great day, as there was no snow, no rain at all, no storms",    The earth was a perfect sphere of light.    The earth was perfect because of the way it was shaped.    The earth was perfect because of the way it was filled.    The earth was perfect because of the way it was formed.    The earth was perfect because of the way it was filled.  ,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",0,2,1,eng,1.0,eng,1.0
" men når man ikke forstod ordet 'forstående'
For nogen år siden kunne man stadig tale om at de ""gamle"" forstod godt, men at",  the earth was cold and empty.  the earth was warm and empty.  the earth was dead and empty.  the earth was alive and empty.  the earth was the center of the universe.  the earth was the center of the universe.  the earth was the center of the universe.  the earth was the center,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",1,2,1,dan,1.0,eng,1.0
" Han havde givet øvet sig selv den rette stilling for udførelse af opgaven. og det gjorde han i sit hjerte,
og hans ånd svævede","    The question is, why is this the case? Why is it that the surface of the earth is flat and empty?     A:    When you talk about ""the surface of the earth,"" you are referring to the surface of the water.  The surface of the water is not the same as the surface of","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",2,2,1,dan,1.0,eng,1.0
" han rakte hånden i vejret i det stille. - Du er Guds Søn. og han hviskede til mig: Far, min Gud, min",.    A:    You can take a look at this:    http://www.peterwhitney.com/2009/04/06/a-warm-night-is-a-cold-night/    <|endoftext|>,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",3,2,1,dan,1.0,eng,1.0
" Der kom intet menneske til. Og pludselig faldt jorden og blev som is. Men lyset steg igen. Da kom en engel og sagde: ""Her",    The earth was on fire.    The earth was in a state of fire.    The earth was in a state of chaos.    The earth was in a state of chaos.    The earth was in a state of fire.    The earth was in a state of fire.    The earth was,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",4,2,1,dan,1.0,eng,1.0
" det var ved den tid, englen Gidske sagde til ham, at ""I er døde, de døde; nu står I op, så"," the earth was a vast, empty void. the earth was a place where the wind was blowing. the wind was blowing, but the earth was not blowing. it was not the wind, but the earth itself. it was the earth itself. it was the earth itself.    A:    It's not the earth itself","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",5,2,1,dan,1.0,eng,1.0
" over jorden er det store ting.""
Noget tid efter at Aslan havde hørt dette, gik en af sine venner ud og fik sig en kone"," there were no sounds. no sounds that could be heard.  ""What do you think?"" I asked.  ""I think I hear you, sir.""  ""I see. And I'm sorry for your loss, sir.""  ""I'm sorry.""  ""You are, sir.""  ""I'm sorry","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",6,2,1,dan,1.0,eng,1.0
" da kom jorden under ham og blev et eneste øde. Men da folket var kommet, gik gudstjenesten i gang og de blev forfulgte. Men", god's spirit was hovering over the earth. the sky was the same as the earth. god's spirit was hovering over the water. god's spirit was hovering over the earth. god's spirit was hovering over the sky. god's spirit was hovering over the earth. god's spirit,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",7,2,1,dan,1.0,eng,1.0
"
Næste dag gik jeg igen til min egen hytte for at høre, om min søster, Aileen, havde sovet sammen med sin søster", the sky was the same as it had always been. the earth was the same as it had always been. there was no one on the earth. no one was there. no one was ever there. the sky was the same as it had always been. the earth was the same as it had always been.  so the earth was,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",8,2,1,dan,1.0,eng,1.0
" »Deres kærlighed er større end jeg. »Og en morgen sad han på en gravsten og talte om sit liv, og i dag sidder han", the sun was shining on the earth. the earth was as pure and as perfect as it had ever been.  the sun was shining on the earth. the earth was as pure and as perfect as it had ever been.  the earth was as pure and as perfect as it had ever been.  the earth was as pure and as,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",9,2,1,dan,1.0,eng,1.0
"og Gud gjorde alle til lys; 2: ""Den første morgen den 1. april i aaret 1900 fandt Kristus mig"," the earth was filled with a kind of silence.  ""Haven't you seen that?"" said the voice.  ""No, I haven't.""  ""No, you haven't.""  ""It's a beautiful thing to see. But I can't see it.""  ""You can't see","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",10,2,1,dan,0.82,eng,1.0
"
og da sagde han: «Hvor er du?» og så kom der en stor skikkelse imod ham. og den svarede ham: «Jeg er",    God's Spirit: The World    What is the God's Spirit?    The God's Spirit is the spirit of God. He is the one who has the power to bring the world into being. The God's Spirit is the spirit of the Holy Spirit. It is the spirit of God who is,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",11,2,1,dan,1.0,eng,1.0
. der sang han til sit folk.<|endoftext|>, the earth was the only thing that mattered.  The Earth was empty.  The waters were empty.  The earth was empty.  The water was empty.  The water was empty.  The earth was empty.  The earth was empty.  The water was empty.  The water was empty.  The earth was,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",12,2,1,dan,1.0,eng,1.0
" 15 I jordens dyb og under havene dvælede mange gudinder og grækere og romere, men der ingen gud var.",                                                                                                                                        ,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",13,2,1,dan,1.0,smj,1.0
.<|endoftext|>,    the sky is empty. god is gone. the earth is empty. god is here. the earth is not. god is here. god is gone.    the sky is empty. god is here. the earth is not. god is here. god is gone.    the sky is empty. god is here.,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",14,2,1,eng,0.76,eng,1.0
" Så gik der 30 år, og hans disciple hørte hans røst, og de blev som én, da han kom tilbage. Alle de"," the earth was like a rock. there was nothing to see. the earth was as if it were nothing. it was like a cloud. the earth was like a cloud. it was like a cloud. the earth was like a cloud.    Danish:  Det er altid interessant at se, hvordan en af de største myter i","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",15,2,1,dan,1.0,eng,1.0
" Gud åbnede Guds trone; og han skabte himmelen og jorden og havet og elven og månen. han skabte alle ting under himlen.
Og han talte"," the earth was a strange and alien place.    Icelandic: Bókaðu þetta hótel og safnaðu nóttum efter dit ophold Hotel La Fontaine  English: Book this hotel and collect nights after your stay Hotel La Fontaine, Clermont-Ferrand    Icelandic: 26 - The Residence","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",16,2,1,dan,1.0,eng,1.0
" de døde kom ind på pladsen men ingen af de levende kom ned igen.
4Da han så sin fars lig lå det i afgrunden og var",                                                                                                                                        ,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",17,2,1,dan,1.0,smj,1.0
.<|endoftext|>,.<|endoftext|>,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",18,2,1,eng,0.76,eng,0.76
.<|endoftext|>,. the earth was the most empty place on earth.    <|endoftext|>,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",19,2,1,eng,0.76,eng,1.0
" da Jesus kom, sagde han: Herre Gud, tilgiv din tjener Jakob, det onde og det gode, men frygt ikke! for se, han",  The darkness was on the surface of the deep.  The dark was on the surface of the deep.  The darkness was on the surface of the deep.  The dark was on the surface of the deep.  The dark was on the surface of the deep.  The dark was on the surface of the deep.  The,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",20,2,1,dan,1.0,eng,1.0
" Menneskene strømmede ud fra en dør i en af de mange store byer på østfronten, hvor de døde lå og hvilede til gudstjenesten"," and the earth itself was the very same. the earth was still, and still. the earth was still. and the earth was still. the earth was still. the earth was still.    And yet it was still.        The moon was still. the moon was still. the moon was still. the moon was","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",21,2,1,dan,1.0,eng,1.0
" og da alle dyrene var døde, samlede mange af dem, deres stene; men de, der var tilbage og de, der var ude på havet", the earth was a black void. the darkness was infinite. the water was infinite.  the water was infinite. the earth was empty. the darkness was infinite. the earth was a black void. the darkness was infinite. the water was infinite. the earth was a black void. the darkness was infinite. the earth was a black void,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",22,2,1,dan,1.0,eng,1.0
" og en engel sagde med sin tuba: »Herren, hærskeren, den retfærdiges Gud, har udvalgt sine udvalgte til at",".    A:    This is a really good answer.  The question is whether you can get the exact answer.  I think you can, but it is hard to tell if it is the right answer.  You can see that the answer is in the right place.    <|endoftext|>","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",23,2,1,dan,1.0,eng,1.0
" Gud velsigne vore hjerter over jorden, vort folk og vore lande. Herren vor Gud er stor og god.
1.10 -1."," he was the king of the night.    Sawyer: Hi, I'm your automated assistant. I can answer your questions about Night of the Dragon.  James: What is the main event in Night of the Dragon?  Sawyer: Night of the Dragon Night of the Dragon is a 199","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",0,5,1,nno,1.0,eng,1.0
" de vilde og frække børn gik, og de skreg alle om sammen og om natten, mens det blev ved. og en dag kom Jesus for",".    A:    You can add a 3D grid to the image, and use it to create a 2D grid.    <|endoftext|>","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",1,5,1,dan,1.0,eng,1.0
" Han talte til de døde og til dem, som var på søen, og der var ild i havet. og der voksede træ i en cirkel", god had been waiting for me to die. he was waiting for me to come back.                                                                                                    ,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",2,5,1,dan,1.0,eng,1.0
" da gik Jesus og blev ophøjet til en klippe. ""Følg mig - og jeg vil vise jer den himmelske port, som står", the moon was the center of the sky. the stars were in the sky. the sun was in the sky. the earth was in the sky. the stars were in the sky. the moon was in the sky. the stars were in the sky. the earth was in the sky. the moon was in the sky. the sun was,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",3,5,1,dan,1.0,eng,1.0
".
engelsk: The sky was dark, the earth gray, the sky endless.<|endoftext|>","  ""the earth is empty and there is no god.  ""the sky is empty and there is no god.  ""the earth is flat and there is no god.  ""the sky is empty and there is no god.  ""the earth is flat and there is no god.  ""the sky is empty and there","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",4,5,1,eng,1.0,eng,1.0
" og alle jordens vesener, de vesener som menneskene ikke har skapt, og den levende verden, det var Gud som skapte den, som den levende", god's spirit was hovering over the surface of the water. god's spirit was hovering over the surface of the earth. god's spirit was hovering over the earth. god's spirit was hovering over the earth. god's spirit was hovering over the earth. god's spirit was hovering,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",5,5,1,nob,0.97,eng,1.0
" Men de blev ikke større, bare svagere. Det begyndte at regne. Men Gud var ikke vred på dem, men gav dem en ny glæde i", the light was dim. the earth was a black void. the sky was a white void. the stars were blue. the air was blue. the sky was blue. the stars were blue. the earth was blue. the sky was blue. the air was blue. the stars were blue. the earth was blue. the sky was blue,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",6,5,1,dan,1.0,eng,1.0
" og Herrens åsyn syntes ikke det var mørkt og skummelt en stund, men det var som det skulde bli godt med en stor ild, og han", god's voice was calling out for the people to come down and help. god's spirit was calling out for the people to come down and help. god's voice was calling out for the people to come down and help. god's voice was calling out for the people to come down and help. god's voice,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",7,5,1,nob,0.66,eng,1.0
.<|endoftext|>, the earth was flat. the earth was still. the earth was still. the earth was flat. the earth was still. the earth was flat. the earth was still. the earth was still. the earth was still. the earth was still. the earth was still. the earth was still. the earth was still. the earth was,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",8,5,1,eng,0.76,eng,1.0
. - - - (1. Johannes brev 3. kapitel)<|endoftext|>," the earth was the sea, and the sea was the earth.    The sea is the ocean.    The ocean is the land.    The land is the sky.    The sky is the land.    The land is the sky.    The sky is the sky.    The sky is the sky","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",9,5,1,smn,0.99,eng,1.0
.<|endoftext|>," there was no sound. no movement. no life. no life. there was no life. there was no light.  I sat on the bed and closed my eyes. It was cold and wet and I felt like I was floating in a pool of ice.  Then I woke up, feeling like I was floating on a hot shower","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",10,5,1,eng,0.76,eng,1.0
" og verdens dybder blev klarere; og der kom lys. og mange fandt at de hørte Guds røst, og at solen skinnede med",    It's not a new thing. It's been done a million times.    It's just that you can see that the process is working.    You can see it's working because it's been done.    You can see that it's working because it's been done.,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",11,5,1,dan,1.0,eng,1.0
" i hvert fald var det sådan vi så det, og i hvert fald var det sådan mine tanker gik, det er vel det, det handler om:",    I'm just getting ready to wake up and find that the water is empty.    I know it's a dream but I'm just wondering if anyone else has experienced this.  Maurice: It's a dream. The water is empty.    It's a dream.    It,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",12,5,1,dan,1.0,eng,1.0
"

engelsk: The property is 60 km away from Nairobi International airport.
dansk: Ejendommen er 60 km væk","  The first time I saw the world I saw the sky as the black, empty void, the world that was empty, but I didn't see the sky as empty. I saw it as the black, empty void. The sky was not empty. I saw it as the black, empty void. The sky was not empty.","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",13,5,1,eng,0.97,eng,1.0
"
2. dansk: Jeg har jo ikke lavet noget, som nogen ville synes var pinligt.
dansk: Jeg har ikke lavet noget, som",.    <|endoftext|>,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",14,5,1,dan,1.0,smn,1.0
" Det var ham, der gav næring til de grønne planter og til dyrene. Han var en god gerning til, og han skulle være ærefuld over"," gud var en mand, der var en mand, der var en mand, der var en mand. gud var en mand, der var en mand, der var en mand, der var en mand, der var en mand, der var en mand, der var en mand, der var en mand, der var en mand, der var en","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",15,5,1,dan,1.0,dan,1.0
".
en ->
The earth and heaven were filled with the sound of godspeaks. and the night was a darkness over the water.<|endoftext|>","    Kæresten og jeg har en datter på 11 år. Hun er et helt fantastisk menneske, og hun er helt fantastisk smuk. Hun er blevet ret stor og har fået en masse venner, men hun er også blevet ret ensom. Hun er bange for at sove alene i sin seng, fordi hun ikke kan lide at","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",16,5,1,eng,1.0,dan,0.99
"
24 Men da de var taget bort, blev byen genopbygget, den blev genopbygget i et andet land. 25 Så blev der",.<|endoftext|>,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",17,5,1,dan,1.0,eng,0.76
" I en lysets verden. Nu er tiden kommet til, at vi skal vende os til den tomme tid ved vor åndelige vandring. Og jeg vil", god's spirit was on the surface of the sky. the earth was icing. the sky was formless. god's spirit was hovering over the sky. god's spirit was on the surface of the earth.                                          ,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",18,5,1,dan,1.0,eng,1.0
" Jesus sagde til disciplene: ""Se, nu stiger solen op over horisonten, og nu ved du alting."" For mørket skal over jorden. For"," the ocean was a black void, with a blue sky above. the sky was a blue sky with a sky of sky. there was a sky of sky. the sky was a blue sky with a sky of sky. there was a sky of sky. the sky was a blue sky with a sky of sky. there was a sky of","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",19,5,1,dan,1.0,eng,1.0
" Guds store englenåme.
""Jeg er din tjener, så du ser mig. Jeg er med dig og vil ikke vige uden for",  and the earth was lightened.  and the earth was beautiful.  and the earth was beautiful.  and the earth was beautiful.  and the earth was beautiful.  and the earth was beautiful.  and the earth was beautiful.  and the earth was beautiful.  and the earth was beautiful.  and the earth,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",20,5,1,dan,1.0,eng,1.0
".
27. august 2019 kl. 08.25
Nej, Gud er jo den sande Gud:-)<|endoftext|>","    A:    ""The world was empty. The world was a void.""  ""The earth was empty.""  ""The sky was empty.""  ""The air was empty.""  ""The sea was empty.""  ""The sky was empty.""  ""The sea was empty.""  ""The sky was empty.""  ","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",21,5,1,dan,1.0,eng,1.0
" Han gav dem føde og brød, og de vandt herlighed. Døbte han dem, for at de så deres synd, på det tredje sted","  ""the earth was empty,"" said the priest, ""but you said you had seen it.""  ""I saw the earth,"" said the priest, ""but you said you didn't know what it was.""  ""I didn't know,"" said the priest, ""but I was there.""  ""You were there,""","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",22,5,1,dan,1.0,eng,1.0
" Det var en dag, da de kristne var samlet i Jerusalem. De skulde til at gå frem til porten, da han kom og sagde til dem:",  I was very tired.  I lay down on my back and took a deep breath.  I was dreaming.  I was dreaming of the lake.  I was dreaming of the lake.  I was dreaming of the lake.  I was dreaming of the lake.  I was dreaming of the,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",23,5,1,dan,1.0,eng,1.0
" der faldt som en snestorm.
Så fik vi en time mere.
Vi gik op til den store sten i vandet, hvor vi kunne se", the earth was full of life. the water was full of life. the air was full of life. the sea was full of life. the sky was full of life. the stars were full of life. the sky was full of life. the stars were full of life. the air was full of life. the water was full of,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",0,10,1,dan,1.0,eng,1.0
" -> The lake is blue and white and the water is deep black.
3. Hoteller i nærheden af The Hive Pub -> Hotels near The H", the earth was on the surface of the deep. the water was on the surface of the deep. the water was on the surface of the deep. the water was on the surface of the deep. the water was on the surface of the deep. the water was on the surface of the deep. the water was on the surface of the,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",1,10,1,eng,1.0,eng,1.0
. og de unge og voksne kom ned på jorden og lærte hver dag i de dage at være et nyt menneske i Herrens øjne og i hans rige.<|endoftext|>, the earth was empty. the earth was formless and empty. the earth was empty and empty. the earth was empty and empty. the earth was empty and empty. the earth was empty and empty.    the earth was empty and empty and empty. the earth was empty and empty. the earth was empty and empty. the earth,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",2,10,1,dan,1.0,eng,1.0
" Nu ligger menneskene i kølerummet i tre dage. De har fået medicin af sin læge. Det skal de leve af de næste tre nætter, i", the sky was a shining sky with the sky as it's own light. the earth was a dark earth with the earth as it's own light. the earth was a desolate earth with the earth as it's own light. the earth was a desolate earth with the earth as it's own light.,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",3,10,1,dan,1.0,eng,1.0
" og nu staar han her, se, og har forladt sig paa de døde, og ser til, at alle maa vandre fredelige og fromme", god's spirit was hovering over the water. god's spirit was hovering over the earth. god's spirit was hovering over the air. god's spirit was hovering over the earth. god's spirit was hovering over the sky. god's spirit was hovering over the earth. god',"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",4,10,1,dan,1.0,eng,1.0
