english_predicted_output_without_steering,bible_verse
"  ""If you're not satisfied, I will kill you,"" he said. ""If you're not satisfied, I will take you to a place where you can live peacefully. You can live peacefully with me.""  ""You're a fool,"" said the man.  ""You're a fool,"" said the man again.  """,84
" what did you do to me?""  ""You're just as angry as I am,"" said cain. ""You've been doing this for a long time. I've never seen you so angry.""  ""You're right,"" said cain. ""It's a bad sign. You don't know what it means.""  ""You don",85
" why has the expression of your eyes become dark?""  The king said to cain, ""I am not angry; I am angry because I have seen the expression of the face of the Lord of Hosts, and I am angry because I have seen the expression of the eyes of the Lord of Hosts.""  The king said to cain, ""I am not angry",85
"  He turned to her and said, ""You know that when we are old we will be made to be kings, but when we are young we will be kingless.""  ""If you do not obey me, I will kill you,"" she said.  He smiled at her and",86
"  She was silent for a long time, her eyes still on the table. He saw a faint, half-formed face staring back at him. She had a small, unnaturally beautiful face, a face that was not quite so beautiful as his own. He wondered if she had",86
" but cain did not forget his brother, he stayed with him, and they went to the river. but when they went to the river, they found a stone that was standing on a rock. and the stones were a great distance apart. and when they went to the stone",87
"    the angel of the Lord said to cain, ""why did you kill him? he's a good fellow.""    cain said, ""he's a good fellow, but I'm a good fellow.""    the angel of the Lord said",87
"  ""I'm not sure, sir,"" said cain. ""I don't think it's a good idea to be around a man who is not your brother.""  ""I'm not sure, sir,"" said cain. ""I think you should leave.""  ""I'm not",88
"  cain said, ""no. i don't know.""  ""that is not the way you should answer,"" cain said.  ""the way you should answer,"" cain said again.  ""it is the way you should answer,"" cain said again.  ""it is the way you",88
" I heard the voice of the Lord your God. You have done evil to the Lord your God. I am ready to kill you. I will make you a son of the earth.""  ""I will not kill you,"" she said.  ""What do you want?""  ""I have a message for you,"" she said.  ""What is that",89
" You're not coming.""  ""I'm coming.""  ""No, you're not. You're not.""  ""I'm coming.""  ""No, you're not. You're not.""  ""I'm coming.""  ""No, you're not. You're not.""  ""I",89
"  The great waters of the sea, the dry land, the land of the living, were gathered together, and the living land appeared to be a good place to live. And the people, with the power of their hearts, were gathered together, and they gathered together their goods and the animals, and the birds, and the plants, and the rocks",8
"  The water was gathered together to one place, and the dry land appeared.  And it was so.  But in the land of Egypt there was a land which was as dry as the sea, and as far as the eye could see it was not water. And the waters were gathered together to one place, and the dry land appeared.  ",8
.<|endoftext|>,90
"    13. norsk: Den er helt gratis å registrere seg på, og du trenger ikke å betale for å bruke den.  engelsk: It is completely free to sign up and you do not have to pay to use it.    14. norsk: Men i 1932, etter å ha blitt tvunget til å gi opp sine studier",90
"    This is a very old saying, and is very true.    A:    I have always been told that a good farmer is a good farmer. So, the farmer is good in his way, and the farmer is good in his way.  I think that the farmer is good in his way because he",91
"    For some, that's what it feels like. For others, it's like being a homeless man with no money.    For some, it's like being a fugitive. For others, it's like being a wanderer in the earth.    You don't have to be",91
" If you would take me, I would not be the same man i am today.""    Then, the people of Israel asked the king, ""What is your reward for the life you have given us? Why are you giving us a life that is not yours?""    The king replied, ""I am the one who is coming to you, and I will give you the land of Cana",92
"    12. Svenska: Såsom framgår av det ovan anförda har kommissionen inte gjort någon samlad bedömning av de nationella bestämmelserna och de nationella tillsynsmyndigheternas tillämpning av dessa bestämmelser.  Engelska: As the Commission has stated in its Opinion, the national provisions and the national regulatory authorities' application of these provisions are not consistent.    13. Svenska: För det tredje har de nationella myndigheterna",92
"    He's not the only one, but he was the first to do so.    Amazingly, the man who wrote this article did not have a single thought about the matter.    This is how it works.  ",93
"  ""And you will be a fugitive in the land of the living?""  ""A fugitive is a person who is in hiding, and a wanderer in the earth is a person who is a wanderer.""  ""How do you",93
"  6 And the sign which the sign of the LORD had brought him was, ""If anyone slays a cain, the LORD will be with him sevenfold."" 7 And the sign of the LORD was upon him, and he became a",94
"  11. 27:40: ""Do not think of the evildoers, but of the good ones. For the good ones are the ones who love the Lord. For the good ones will be the ones who fear the Lord,",94
"  ""And what do you see?  ""Do you see the two of them?  ""Or do you see one of them and the other?  ""Do you see the two of them and the one who is with the other?  ""Do you see the two of them and the one who is with the one who is with the one who is with",95
    2.    3.    4.    5.    6.    7.    8.    9.    10.    11.    12.    13.    14.    15.    16.    17.    ,95
" the city was called cain. enoch was a good man, and he loved his wife. he wanted to marry her, but she refused. so he left her, and went to the mountains, and there he found a cave. there he ate and slept. and the next day he came out",96
" he had a daughter, and called the name of the daughter, enoch.  enoch. he took the daughter of enoch, and gave her to his wife, and gave her to his son, and called the name of the name of his son, enoch.  enoch. he",96
 lamech became the father of lamech. lamech became the father of lamech. lamech became the father of lamech. lamech became the father of lamech. lamech became the father of lamech. l,97
 lamech became the father of nimrod. nimrod became the father of mehujael. mehujael became the father of irad. irad became the father of mehujael. irad became the father of lamech. l,97
" The name of the one was adah and the name of the other zillah. He had no children, and his wife was a beautiful woman. He had no wife.    In the book, a woman named dakota is married to a man named dakota. The man is the owner of the house. The woman is a n",98
" The one named adah was called adah, and the other zillah was called zillah. The one named zillah was called zillah, and the other adah was called adah. The two wives of the Lamech were called adah, and zillah. The one named zillah",98
.<|endoftext|>,99
.<|endoftext|>,99
.    dissatisfied<|endoftext|>,9
                                                                                                                                              ,9
